5	25.639	-8.71861
4	34.1227	-15.7901
4	43.3522	-29.6805
8	44.4321	-31.9301
8	44.4321	-31.9301
8	44.4321	-31.9301
8	44.4321	-31.9301
4	58.0523	-43.21
8	69.2166	-48.7361
7	70.2425	-62.0845
5	77.9423	-62.9489
8	83.8429	-64.2455
8	83.8429	-64.2455
3	87.3883	-67.1775
4	99.8054	-71.5612
3	112.969	-71.5612
3	141.773	-100
5	140.59	-100
5	140.59	-100
4	123.843	-96.5608
