# format of this file:
# generation_number 	[function_input_vector] 	 violation 	[properties] 	[function_output_vector]
2	<5.57471,21.1596,2.73318,87.0146,7.06801,93.0419,5.77962,2.20629,6.9506,3.89831,4.08779,41.0749,2.41362,97.4592,4.48325,96.473>	0	<>	<7,442.328,-97.4592>
2	<6.50562,19.2578,2.39517,76.8657,2.22858,57.2552,5.77358,97.1487,4.1079,95.6446,6.55826,0,5.57541,84.7908,4.49712,54.0682>	0	<>	<7,485.031,-97.1487>
2	<7.17794,96.6774,2.40358,44.8292,5.37776,16.8923,4.0686,69.5157,2.16715,79.8008,4.51733,63.3969,3.93736,0,1,17.9943>	0	<>	<7,389.107,-96.6774>
2	<1.52116,95.5408,7.89109,54.0645,2.86674,75.1154,1.03661,81.222,5.17228,28.2409,2.6579,0,1,3.53998,2.17056,14.0117>	0	<>	<8,351.735,-95.5408>
2	<4.6228,0,1,28.4255,7.02738,83.0875,5.71574,34.4263,4.58906,64.682,4.56524,56.0587,3.29968,25.1287,3.28335,28.6128>	0	<>	<7,320.421,-83.0875>
2	<5.57471,21.1596,2.73318,87.0146,7.06801,93.0419,5.77962,2.20629,6.9506,3.89831,4.08779,41.0749,2.41362,21.7812,2.9794,96.473>	0	<>	<7,366.65,-96.473>
2	<3.99475,0,1.57578,79.5609,4.25784,55.6179,2.77203,52.4396,2.03581,21.0926,3.79103,39.6964,7.1505,54.4856,2.31077,19.7324>	0	<>	<7,322.625,-79.5609>
2	<6.06932,0,1,53.3021,4.26336,31.1269,6.36699,46.4586,4.8188,84.4886,2.94025,42.4623,7.63239,41.6501,3.82909,26.3257>	0	<>	<8,325.814,-84.4886>
2	<4.6228,26.0209,5.33237,82.4666,3.38341,95.9755,6.6031,34.4263,4.58906,64.682,4.56524,56.0587,3.29968,25.1287,3.28335,28.6128>	0	<>	<7,413.372,-95.9755>
2	<4.19537,88.4103,7.58718,15.6566,5.95856,61.5385,2.32,40.7236,3.99759,12.6006,3.15807,3.74277,6.96737,31.2639,4.03202,77.1536>	0	<>	<8,331.09,-88.4103>
3	<1,1.5,1.94731,0,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2,1.5>	0	<>	<3,10.5,-1.5>
3	<1,1.5,2,1.5,3,1.5,1,13.9625,1.79536,1.5,3,1.5,1,1.5,2,1.5>	0	<>	<3,24.4625,-13.9625>
3	<1,1.5,4.44745,0,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2,17.3341>	0	<>	<4,26.3341,-17.3341>
3	<3.05467,0,2.44929,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,0,3.83897,32.1164>	0	<>	<4,39.6164,-32.1164>
3	<1,1.5,2,1.5,3,1.5,1,13.9625,1.69282,40.6303,3,1.5,1,1.5,2,1.5>	0	<>	<3,63.5928,-40.6303>
3	<1,1.5,4.44745,83.9689,3.02658,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2,17.3341>	0	<>	<4,110.303,-83.9689>
3	<1,1.5,2,1.5,3,1.5,1,1.5,2,100,3,1.5,1,1.5,2,1.5>	0	<>	<3,110.5,-100>
3	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2,1.5>	0	<>	<3,12,-1.5>
3	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2,1.5>	0	<>	<3,12,-1.5>
3	<4.36493,97.7958,1.12797,70.5671,1.71077,14.8194,2.12918,73.4767,1.50501,27.0815,4.33929,56.3405,3.41472,13.9357,5.49992,62.8446>	0	<>	<5,416.861,-97.7958>
3	<5.38452,18.9867,5.19946,72.6162,6.04008,100,4.96392,6.94533,5.99385,19.8374,2.38664,0,1.20949,28.1674,5.60514,38.355>	0	<>	<6,284.908,-100>
3	<1,0,1.9929,0,2.36454,99.1981,1.01212,28.858,5.693,81.3043,5.269,0,1,19.2062,1,0>	0	<>	<6,228.567,-99.1981>
3	<1.64399,7.49999,1.69217,55.7405,5.41825,35.2029,1.5726,77.9152,4.94068,48.0519,2.95491,37.0791,1.97446,36.3369,2.48767,64.4813>	0	<>	<5,362.308,-77.9152>
3	<3.18308,0,1,13.8175,1.71077,14.8194,1,73.4767,1.50501,27.0815,4.77842,56.3405,1.77632,13.9357,5.49992,0>	0	<>	<5,199.471,-73.4767>
3	<4.37975,18.198,3.8987,27.552,2.23628,5.81519,1.40281,23.3692,7.98874,23.4274,1.54721,81.2593,7.15356,10.2598,2.73395,10.1796>	0	<>	<8,200.06,-81.2593>
3	<3.66975,0.375,1.33047,0,5.97095,62.1423,5.6179,55.9413,1.65552,67.8447,2.63551,18.6882,2.48557,21.3532,7.15363,100>	0	<>	<7,326.345,-100>
3	<5.10933,5.24203,4.75298,70.3114,3.83115,0,4.37586,96.7404,1.68922,65.8382,3.86301,12.3834,1.15226,4.79219,6.38053,14.7617>	0	<>	<6,270.069,-96.7404>
3	<4.32881,22.2847,4.08397,85.0624,2.17891,49.8655,4.69651,58.5657,5.36246,23.5122,1.26483,0,3.96234,13.7955,5.63239,7.67217>	0	<>	<6,260.758,-85.0624>
3	<1.38086,0,2.15062,9.45652,6.51299,58.5599,1.46237,23.1556,4.79431,86.0089,2.59187,19.5675,5.95598,38.9751,6.1545,20.9699>	0	<>	<7,256.693,-86.0089>
3	<4.90029,7.84043,2.73318,87.0146,7.06801,93.0419,5.77962,2.20629,6.9506,3.89831,4.08779,41.0749,2.41362,21.7812,2.9794,0>	0	<>	<7,256.858,-93.0419>
3	<3.21041,2.47054,1.21128,15.6566,7.29797,8.63352,3.24132,29.5397,2.26522,75.597,4.84096,52.8738,5.30511,54.2209,1.67961,9.78367>	0	<>	<7,248.776,-75.597>
3	<3.87936,100,1,15.6566,5.95856,61.5385,2.32,40.7236,3.99759,12.6006,3.15807,3.74277,6.96737,31.2639,4.03202,79.1032>	0	<>	<7,344.629,-100>
3	<1.85835,10.682,7.58718,15.6566,5.95856,61.5385,2.32,40.7236,3.99759,12.6006,3.15807,3.74277,6.96737,31.2639,4.03202,77.1536>	0	<>	<8,253.362,-77.1536>
3	<3.17951,28.7325,2.93149,6.8053,5.99136,11.7347,1.61447,58.2251,3.11659,47.1672,1.46526,2.96001,1.24455,64.8517,4.36714,10.9387>	0	<>	<6,231.415,-64.8517>
3	<5.38452,18.9867,5.19946,72.6162,6.04008,57.5832,4.96392,6.94533,5.99385,19.8374,2.38664,0,1.20949,28.1674,5.60514,38.355>	0	<>	<6,242.491,-72.6162>
3	<3.32167,83.0594,5.91379,4.42302,5.54867,12.0739,1.81536,78.5443,5.15165,48.3104,2.64102,7.25674,4.24281,6.87067,5.2811,25.2662>	0	<>	<6,265.805,-83.0594>
3	<7.70322,22.9417,5.56235,73.2154,1.96042,0,4.11107,0.332072,2.34682,0,1.76652,74.2275,4.43882,84.0089,5.63621,7.94408>	0	<>	<8,262.67,-84.0089>
3	<7.86269,0.375,1.33047,0,5.97095,62.1423,5.6179,55.9413,1.65552,67.8447,2.63551,18.6882,2.48557,21.3532,7.15363,27.9311>	0	<>	<8,254.276,-67.8447>
3	<6.0242,27.5896,4.27234,88.6159,6.42186,99.5551,1,20.2848,2.61471,10.1585,6.55826,65.3864,1.76332,56.731,6.1141,92.004>	0	<>	<7,460.325,-99.5551>
3	<1.52116,95.5408,7.89109,54.0645,2.86674,75.1154,1.03661,81.222,5.17228,28.2409,2.6579,100,1,3.53998,2.17056,14.0117>	0	<>	<8,451.735,-100>
3	<1,99.1215,3.74902,74.8592,3.47771,82.7994,4.51569,60.7308,6.18218,81.9296,2.13166,79.1986,6.45438,34.4468,2.70259,0>	0	<>	<6,513.086,-99.1215>
3	<1.62606,99.0095,2.75174,1.54508,2.52463,2.74085,3.93138,7.22493,1.94944,47.2353,4.78726,44.8987,4.35633,53.3348,6.83993,53.9018>	0	<>	<7,309.891,-99.0095>
3	<4.37975,18.198,3.8987,27.552,2.23628,5.81519,1.40281,23.3692,7.98874,23.4274,1.54721,81.2593,7.15356,10.2598,1.97526,97.9533>	0	<>	<8,287.834,-97.9533>
3	<6.82208,22.7207,6.47649,81.1039,7.46842,6.19643,1,0,2.66421,77.5791,4.68194,25.0341,2.21072,26,2.32843,30.3273>	0	<>	<7,268.962,-81.1039>
3	<2.27757,36.8283,3.82475,9.60273,7.87498,100,2.56891,65.2568,6.57183,86.0069,4.74655,82.255,2.50235,69.7185,1.3771,84.0981>	0	<>	<8,533.766,-100>
3	<1.49649,42.1277,4.19096,51.4636,4.38269,70.1514,1.70521,55.6819,4.34113,62.6736,4.88328,65.0265,7.20715,99.6935,7.67477,97.8735>	0	<>	<8,544.692,-99.6935>
3	<4.5877,7.45827,2.32126,55.8653,2.30353,0.0834328,7.92736,53.346,1.77039,52.0682,2.91995,64.5376,7.00338,25.3582,3.96285,0>	0	<>	<8,258.717,-64.5376>
3	<1,10.8059,6.38194,95.244,1,1.19715,4.56481,40.3318,5.18667,59.6408,2.43676,74.1182,3.19347,0.712225,6.03942,38.5289>	0	<>	<6,320.579,-95.244>
3	<3.32167,83.0594,5.91379,4.42302,5.54867,12.0739,1.81536,78.5443,5.15165,92.9911,2.64102,7.25674,4.24281,6.87067,5.2811,25.2662>	0	<>	<6,310.485,-92.9911>
3	<4.78909,0,1,7.63621,2.86445,11.7018,3.32669,69.4577,2.70116,96.5195,6.12403,9.55052,2.94484,16.515,7.06929,79.4126>	0	<>	<7,290.793,-96.5195>
3	<5.1928,53.3311,1.0793,70.0509,5.77054,17.2639,4.04693,75.365,6.4812,91.2318,3.21938,0,1.36172,95.99,2.27962,45.1241>	0	<>	<6,448.357,-95.99>
3	<6.33949,25.7732,2.69151,47.5837,5.51943,94.5569,1.40661,67.7449,3.92068,12.4553,5.94934,45.2177,6.41149,18.8069,4.93095,37.6995>	0	<>	<6,349.838,-94.5569>
3	<1,7.45827,1.27968,58.5032,5.10599,69.6853,2.95726,43.4623,5.63434,1.16132,4.7109,93.9883,2.23735,39.717,6.13806,93.9434>	0	<>	<6,407.919,-93.9883>
3	<1,10.8059,6.38194,95.244,1,1.19715,4.56481,40.3318,6.98112,31.6418,1.37509,74.1182,3.19347,0.712225,6.03942,38.5289>	0	<>	<7,292.58,-95.244>
3	<7.30765,99.0158,3.82475,9.60273,7.87498,98.2933,3.69225,65.2568,6.57183,86.0069,4.74655,82.255,2.50235,69.7185,1.3771,84.0981>	0	<>	<8,594.247,-99.0158>
3	<5.11726,67.7453,6.73933,16.4292,3.14987,0.137281,3.44806,97.5777,1.02643,55.2968,6.92463,14.5085,1.33505,68.1706,1.95783,27.2408>	0	<>	<7,347.106,-97.5777>
3	<4.36493,97.7958,1.12797,70.5671,1.71077,14.8194,2.12918,73.4767,1.50501,27.0815,7.67939,28.8849,7.05759,13.9357,5.49992,62.8446>	0	<>	<8,389.406,-97.7958>
3	<7.30765,0,3.82475,9.60273,7.87498,98.2933,3.69225,65.2568,6.57183,86.0069,4.74655,82.255,2.50235,69.7185,1.3771,84.0981>	0	<>	<8,495.231,-98.2933>
3	<1.4168,25.6056,1.61882,46.3992,7.11797,57.0669,4.01977,97.2455,2.60336,33.9572,1.67403,25.0803,1.55913,86.4937,7.04191,35.7517>	0	<>	<7,407.6,-97.2455>
3	<5.57471,21.1596,2.73318,87.0146,7.06801,93.0419,5.77962,2.20629,6.9506,3.89831,4.08779,41.0749,2.41362,97.4592,4.48325,96.473>	0	<>	<7,442.328,-97.4592>
4	<1,1.5,2,1.5,3,1.5,1,1.5,2,100,3,1.5,1,1.5,2,1.5>	0	<>	<3,110.5,-100>
4	<1,1.5,4.44745,83.9689,3.02658,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2,17.3341>	0	<>	<4,110.303,-83.9689>
4	<1,1.5,2,1.5,3,1.5,1,13.9625,1.69282,40.6303,3,1.5,1,1.5,2,1.5>	0	<>	<3,63.5928,-40.6303>
4	<1,1.5,4.44745,0,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2.88546,43.0023>	0	<>	<4,52.0023,-43.0023>
4	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,36.6247,2,1.5>	0	<>	<3,47.1247,-36.6247>
4	<3.05467,0,2.44929,1.5,3,1.5,1,1.5,2,1.5,3,0,1,0,3.83897,32.1164>	0	<>	<4,38.1164,-32.1164>
4	<1,1.5,4.44745,0,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2,17.3341>	0	<>	<4,26.3341,-17.3341>
4	<1,1.5,2,1.5,3,1.5,1,13.9625,1.79536,1.5,3,1.5,1.17426,1.5,2,1.5>	0	<>	<3,24.4625,-13.9625>
4	<1,9.02626,1,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2,1.5>	0	<>	<3,19.5263,-9.02626>
4	<1,1.5,1.94731,0,3,1.5,1,1.5,2,1.5,2.74345,1.5,1,1.5,2,1.5>	0	<>	<3,10.5,-1.5>
4	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2,1.5>	0	<>	<3,12,-1.5>
4	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2,1.5>	0	<>	<3,12,-1.5>
4	<4.36493,97.7958,1.12797,70.5671,1.71077,0,2.12918,73.4767,1.50501,27.0815,4.33929,56.3405,3.41472,13.9357,5.49992,62.8446>	0	<>	<5,402.042,-97.7958>
4	<5.38452,18.9867,5.19946,72.6162,6.04008,100,4.96392,6.94533,5.99385,19.8374,2.38664,0,1.20949,28.1674,5.60514,38.355>	0	<>	<6,284.908,-100>
4	<1,0,1.9929,0,2.36454,99.1981,1.01212,28.858,5.693,81.3043,5.269,0,1,19.2062,1,0>	0	<>	<6,228.567,-99.1981>
4	<1.38086,0,2.15062,9.45652,6.51299,0,1.46237,23.1556,4.79431,86.0089,2.59187,19.5675,5.95598,38.9751,6.1545,20.9699>	0	<>	<7,198.134,-86.0089>
4	<1.64399,7.49999,1.69217,55.7405,5.41825,35.2029,1.5726,77.9152,4.94068,0,2.95491,37.0791,1.97446,36.3369,2.48767,64.4813>	0	<>	<5,314.256,-77.9152>
4	<3.18308,0,1,13.8175,1.71077,14.8194,1,73.4767,1.50501,27.0815,4.77842,56.3405,4.10358,13.9357,5.49992,0>	0	<>	<5,199.471,-73.4767>
4	<5.38452,18.9867,5.19946,72.6162,6.04008,57.5832,4.96392,6.94533,5.99385,19.8374,2.38664,0,1,1.5,5.60514,38.355>	0	<>	<6,215.824,-72.6162>
4	<4.78909,0,1,7.63621,2.86445,11.7018,3.32669,69.4577,2.70116,18.3176,6.12403,9.55052,2.94484,16.515,7.06929,79.4126>	0	<>	<7,212.591,-79.4126>
4	<4.37975,18.198,3.8987,27.552,2.23628,5.81519,1.40281,23.3692,7.98874,23.4274,1.54721,81.2593,7.15356,10.2598,2.73395,10.1796>	0	<>	<8,200.06,-81.2593>
4	<1.85835,10.682,7.58718,15.6566,5.95856,61.5385,1.06179,0,4.66468,0,3.15807,3.74277,6.96737,31.2639,4.03202,77.1536>	0	<>	<8,200.037,-77.1536>
4	<3.66975,0.375,1.33047,0,5.97095,62.1423,5.6179,55.9413,1.65552,67.8447,2.63551,18.6882,2.48557,0,6.31534,100>	0	<>	<6,304.991,-100>
4	<5.10933,5.24203,4.75298,63.205,3.83115,0,4.37586,96.7404,1.68922,65.8382,3.86301,12.3834,1.15226,4.79219,6.38053,14.7617>	0	<>	<6,262.963,-96.7404>
4	<5.57471,21.1596,2.73318,0,1.82574,0,5.77962,2.20629,6.9506,3.89831,4.08779,41.0749,2.41362,97.4592,4.48325,96.473>	0	<>	<7,262.271,-97.4592>
4	<4.32881,22.2847,4.08397,85.0624,2.17891,49.8655,4.69651,58.5657,5.36246,23.5122,5.08808,0,3.96234,13.7955,5.63239,7.67217>	0	<>	<6,260.758,-85.0624>
4	<4.90029,7.84043,2.73318,87.0146,7.06801,93.0419,2.40792,2.20629,6.9506,3.89831,4.08779,41.0749,2.41362,21.7812,2.9794,0>	0	<>	<7,256.858,-93.0419>
4	<3.87936,100,1,15.6566,5.95856,61.5385,2.32,40.7236,3.99759,12.6006,3.15807,3.74277,6.96737,31.2639,4.03202,79.1032>	0	<>	<7,344.629,-100>
4	<3.17951,28.7325,2.93149,6.8053,5.99136,11.7347,1.61447,58.2251,3.11659,47.1672,3.5169,2.96001,1.24455,64.8517,4.36714,10.9387>	0	<>	<6,231.415,-64.8517>
4	<7.70322,22.9417,5.56235,73.2154,1.96042,0,4.11107,0.332072,2.34682,0,1.76652,74.2275,4.43882,84.0089,5.63621,7.94408>	0	<>	<8,262.67,-84.0089>
4	<3.21041,2.47054,1.21128,15.6566,7.29797,0,3.24132,29.5397,2.26522,75.597,4.84096,52.8738,5.30511,54.2209,1.67961,9.78367>	0	<>	<7,240.142,-75.597>
4	<4.37975,18.198,3.8987,27.552,5.69185,5.81519,1.40281,23.3692,7.98874,23.4274,1.54721,81.2593,7.15356,10.2598,1.97526,97.9533>	0	<>	<8,287.834,-97.9533>
4	<3.32167,83.0594,5.91379,4.42302,5.54867,12.0739,4.51899,78.5443,5.15165,48.3104,2.64102,7.25674,4.24281,6.87067,5.2811,25.2662>	0	<>	<6,265.805,-83.0594>
4	<5.11539,90.2725,7.89109,54.0645,2.86674,75.1154,1.03661,81.222,5.17228,28.2409,2.6579,100,1,3.53998,2.17056,14.0117>	0	<>	<8,446.467,-100>
4	<6.0242,27.5896,2.06804,55.763,6.42186,99.5551,1,20.2848,2.61471,10.1585,6.55826,65.3864,1.76332,56.731,6.1141,92.004>	0	<>	<7,427.472,-99.5551>
4	<2.27757,36.8283,3.82475,9.60273,7.87498,100,2.56891,65.2568,6.57183,86.0069,4.74655,82.255,2.50235,69.7185,1.3771,84.0981>	0	<>	<8,533.766,-100>
4	<1.49649,42.1277,4.19096,51.4636,4.38269,0,2.49257,39.1825,2.90826,62.6736,4.88328,65.0265,7.20715,99.6935,7.67477,97.8735>	0	<>	<8,458.041,-99.6935>
4	<7.86269,0.375,1.33047,0,5.97095,62.1423,5.6179,55.9413,1.65552,67.8447,2.63551,18.6882,2.48557,21.3532,7.15363,27.9311>	0	<>	<8,254.276,-67.8447>
4	<4.5877,7.45827,2.32126,55.8653,2.30353,0.0834328,7.92736,53.346,1.77039,52.0682,2.91995,64.5376,7.00338,25.3582,3.96285,0>	0	<>	<8,258.717,-64.5376>
4	<4.78909,0,1,7.63621,2.86445,11.7018,3.32669,69.4577,2.70116,96.5195,6.12403,9.55052,2.94484,16.515,7.06929,79.4126>	0	<>	<7,290.793,-96.5195>
4	<1,99.1215,3.74902,74.8592,3.47771,82.7994,4.51569,60.7308,6.18218,81.9296,2.13166,79.1986,6.45438,34.4468,2.70259,0>	0	<>	<6,513.086,-99.1215>
4	<3.32167,83.0594,5.91379,4.42302,5.54867,12.0739,1.81536,78.5443,3.84904,97.5984,2.64102,7.25674,4.24281,6.87067,5.2811,25.2662>	0	<>	<6,315.093,-97.5984>
4	<1.62606,99.0095,2.75174,1.54508,2.52463,2.74085,3.93138,7.22493,1.94944,47.2353,4.78726,44.8987,4.35633,53.3348,6.83993,53.9018>	0	<>	<7,309.891,-99.0095>
4	<5.00313,10.8059,6.38194,95.244,1,1.19715,4.56481,40.3318,6.98112,31.6418,1.37509,74.1182,3.19347,0.712225,6.03942,38.5289>	0	<>	<7,292.58,-95.244>
4	<6.82208,22.7207,6.47649,81.1039,7.46842,6.19643,1,0,2.66421,77.5791,4.68194,25.0341,3.20422,26,2.32843,30.3273>	0	<>	<7,268.962,-81.1039>
4	<3.32167,83.0594,5.91379,4.42302,5.54867,12.0739,1.81536,78.5443,5.15165,92.9911,2.64102,7.25674,4.24281,6.87067,5.2811,25.2662>	0	<>	<6,310.485,-92.9911>
4	<7.30765,99.0158,3.82475,9.60273,7.87498,14.6094,3.69225,65.2568,6.57183,86.0069,4.74655,82.255,2.50235,69.7185,1.3771,84.0981>	0	<>	<8,510.563,-99.0158>
4	<3.31439,0,3.82475,9.60273,7.87498,98.2933,3.69225,65.2568,6.57183,86.0069,4.74655,82.255,2.50235,69.7185,1.3771,4.69386>	0	<>	<8,415.827,-98.2933>
4	<5.11726,97.7173,4.02484,16.4292,3.14987,0.137281,3.44806,97.5777,1.02643,55.2968,6.92463,14.5085,1.33505,68.1706,1.95783,27.2408>	0	<>	<7,377.078,-97.7173>
4	<1,10.8059,6.38194,95.244,1,1.19715,4.56481,40.3318,5.18667,59.6408,2.43676,74.1182,3.19347,0.712225,6.03942,38.5289>	0	<>	<6,320.579,-95.244>
5	<1,1.5,2,1.5,3,1.5,1,1.5,2,100,3,0,1,1.5,2,1.5>	0	<>	<3,109,-100>
5	<1,1.5,4.44745,83.9689,3.02658,1.5,1,1.5,2,1.5,3.12749,0,1,1.5,2,17.3341>	0	<>	<4,108.803,-83.9689>
5	<1,1.5,2,1.5,3,1.5,1,13.9625,1.69282,40.6303,1.54721,1.5,1,1.5,2,1.5>	0	<>	<3,63.5928,-40.6303>
5	<1,1.5,4.44745,0,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2.88546,43.0023>	0	<>	<4,52.0023,-43.0023>
5	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,36.6247,2,1.5>	0	<>	<3,47.1247,-36.6247>
5	<3.05467,0,2.44929,1.5,3,1.5,1,1.5,2,1.5,3,0,1.60951,0,3.83897,32.1164>	0	<>	<4,38.1164,-32.1164>
5	<1,1.5,1.94731,0,3,1.5,1,1.5,2,1.5,2.74345,1.5,1,1.5,4.25246,0>	0	<>	<4,9,-1.5>
5	<1,1.5,1.94731,0,3,1.5,1,1.5,2,1.5,2.74345,1.5,1,1.5,2,1.5>	0	<>	<3,10.5,-1.5>
5	<1,9.02626,1,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2,1.5>	0	<>	<3,19.5263,-9.02626>
5	<1,1.5,4.44745,0,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2,17.3341>	0	<>	<4,26.3341,-17.3341>
5	<1,1.5,2,1.5,3,1.5,1,13.9625,1.79536,1.5,3,1.5,1.17426,1.5,2,1.5>	0	<>	<3,24.4625,-13.9625>
5	<1,9.02626,1,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,7.67777,42.5427>	0	<>	<8,60.569,-42.5427>
5	<1,1.5,4.44745,0,3,1.5,1,1.5,2,23.5122,3,1.5,1,1.5,2,17.3341>	0	<>	<4,48.3463,-23.5122>
5	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2,1.5>	0	<>	<3,12,-1.5>
5	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2,1.5>	0	<>	<3,12,-1.5>
5	<1,1.5,2,1.5,4.98914,0,1,1.5,2,1.5,3,1.5,1,1.5,2,1.5>	0	<>	<5,10.5,-1.5>
5	<5.33406,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2,0>	0	<>	<5,10.5,-1.5>
5	<4.36493,97.7958,1.12797,70.5671,1.71077,0,2.12918,73.4767,1.50501,27.0815,4.33929,56.3405,1.53929,13.9357,5.49992,62.8446>	0	<>	<5,402.042,-97.7958>
5	<5.38452,18.9867,5.19946,72.6162,6.04008,100,4.96392,0,4.90453,19.8374,2.38664,0,1.20949,28.1674,5.60514,38.355>	0	<>	<6,277.963,-100>
5	<1,0,1.9929,0,2.36454,99.1981,1.01212,28.858,5.693,81.3043,5.269,0,1,19.2062,1,0>	0	<>	<6,228.567,-99.1981>
5	<1.38086,0,2.15062,9.45652,6.51299,0,1.46237,23.1556,4.79431,86.0089,2.59187,19.5675,5.95598,38.9751,6.1545,20.9699>	0	<>	<7,198.134,-86.0089>
5	<4.37975,18.198,3.8987,27.552,2.23628,5.81519,1.40281,23.3692,7.98874,23.4274,1.54721,81.2593,7.15356,0.0826395,2.73395,10.1796>	0	<>	<8,189.883,-81.2593>
5	<1,80.6017,2.90882,4.80136,5.11976,14.2084,1,13.9625,1.79536,1.5,3,1.5,1.17426,1.5,2,1.5>	0	<>	<5,119.574,-80.6017>
5	<3.66975,0.375,6.23581,0,5.97095,62.1423,5.6179,55.9413,1.65552,67.8447,2.63551,18.6882,2.48557,0,6.31534,100>	0	<>	<6,304.991,-100>
5	<3.87936,100,1,15.6566,5.95856,61.5385,2.32,0,1.93168,12.6006,3.15807,3.74277,6.96737,31.2639,4.03202,79.1032>	0	<>	<7,303.906,-100>
5	<1.52554,98.3715,5.5302,4.42302,5.54867,12.0739,4.51899,78.5443,5.15165,48.3104,2.64102,7.25674,4.24281,6.87067,5.2811,2.27155>	0	<>	<6,258.122,-98.3715>
5	<4.32881,22.2847,4.08397,85.0624,2.17891,49.8655,4.69651,58.5657,5.36246,23.5122,5.08808,0,1,11.1181,5.63239,7.67217>	0	<>	<6,258.081,-85.0624>
5	<6.8242,21.1596,2.73318,0,1.82574,0,5.77962,2.20629,6.9506,3.89831,4.08779,41.0749,2.41362,97.4592,4.48325,77.9066>	0	<>	<7,243.705,-97.4592>
5	<2.05109,0,5.56235,73.2154,1.96042,0,4.11107,0.332072,2.34682,0,1.76652,74.2275,4.43882,84.0089,5.63621,6.0431>	0	<>	<6,237.827,-84.0089>
5	<4.90029,7.84043,2.73318,87.0146,7.06801,93.0419,2.40792,2.20629,6.9506,3.89831,4.08779,41.0749,2.41362,21.7812,2.9794,0>	0	<>	<7,256.858,-93.0419>
5	<1.64399,7.49999,1,55.7405,5.41825,35.2029,1.5726,77.9152,4.94068,0,2.95491,37.0791,1.97446,36.3369,2.48767,64.4813>	0	<>	<5,314.256,-77.9152>
5	<3.18308,0,1,13.8175,1.71077,14.8194,1,73.4767,1.50501,27.0815,4.77842,56.3405,4.10358,13.9357,5.49992,0>	0	<>	<5,199.471,-73.4767>
5	<5.10933,5.24203,4.75298,0,3.95821,19.8774,1.68612,26.2291,2.97994,77.3334,3.86301,12.3834,1.15226,4.79219,6.38053,14.7617>	0	<>	<6,160.619,-77.3334>
5	<5.10933,5.24203,4.75298,63.205,3.83115,0,4.37586,96.7404,1.68922,65.8382,3.86301,12.3834,1.15226,4.79219,6.38053,14.7617>	0	<>	<6,262.963,-96.7404>
5	<4.78909,0,1,7.63621,2.86445,11.7018,3.32669,69.4577,2.70116,18.3176,6.12403,0,2.94484,16.515,7.06929,79.4126>	0	<>	<7,203.041,-79.4126>
5	<4.2603,100,5.51468,87.0146,7.06801,93.0419,2.40792,2.20629,6.9506,3.89831,4.08779,41.0749,2.41362,21.7812,2.9794,71.2857>	0	<>	<7,420.303,-100>
5	<5.11539,90.2725,7.89109,54.0645,2.86674,6.78697,1.03661,81.222,5.17228,28.2409,2.6579,100,1,3.53998,2.17056,14.0117>	0	<>	<8,378.139,-100>
5	<2.57255,27.5896,2.06804,55.763,6.42186,99.5551,1,20.2848,2.61471,10.1585,6.55826,65.3864,1.76332,56.731,6.1141,92.004>	0	<>	<7,427.472,-99.5551>
5	<1,36.8283,3.82475,9.60273,7.87498,100,2.56891,65.2568,6.57183,86.0069,4.74655,82.255,2.50235,69.7185,1.3771,84.0981>	0	<>	<8,533.766,-100>
5	<1.49649,42.1277,4.19096,51.4636,4.38269,0,2.49257,39.1825,2.90826,62.6736,4.88328,65.0265,7.20715,99.6935,7.67477,97.8735>	0	<>	<8,458.041,-99.6935>
5	<5.38452,18.9867,5.19946,72.6162,6.04008,57.5832,4.96392,6.94533,5.99385,19.8374,2.38664,0,1,1.5,5.60514,38.355>	0	<>	<6,215.824,-72.6162>
5	<5.38452,18.9867,5.19946,56.6153,6.04008,57.5832,4.96392,6.94533,5.99385,19.8374,2.38664,0,1,1.5,5.60514,38.355>	0	<>	<6,199.823,-57.5832>
