# analysis: hypervolume
# hypervolume limits:
# min = [2 3 -100 ]
# max = [8 595.954 -1.5 ]
0 	5.9021
1 	6.22045
2 	6.25413
3 	7.06463
4 	7.07489
5 	7.0818
6 	7.0827
7 	7.09294
8 	7.0982
9 	7.56462
10 	7.56658
11 	7.57001
12 	7.57352
13 	7.59192
14 	7.59278
15 	7.59554
16 	7.59833
17 	7.60338
18 	7.60418
19 	7.73344
